gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_ratio,n_seed_upstream,betweenness,flags,score_breakdown
100000002324543100,terminal,0.5,7,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 30 тыс., исходящих нет",1,False,1,0,30202.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000007129492100,coordinator,0.5,10,0.9480723217913413,Кандидат в координирующий узел: 2 плательщиков → 1 получателей; сигналы S3,1,False,2,1,50990.0,37000.0,2,1,0.725632476956266,4,2.5164650126160102e-05,peripheral;S3,"{""betweenness"": 0.174, ""degree"": 0.122, ""n_seed_upstream"": 0.349, ""role"": 0.29}"
100000003877908100,terminal,0.5,5,0.6639429371134485,"Вероятный конечный получатель: 1 плательщиков, получено 40 тыс., исходящих нет",1,False,1,0,40000.0,0.0,1,0,0.0,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.334, ""role"": 0.199}"
100000002748180100,peripheral,0.5,14,0.6082908220847818,"Периферийный узел: 1 входящих, 8 исходящих, оборот 690 тыс.; есть источники вне выборки",1,False,1,8,9900.0,679743.0,1,9,68.66090909090909,1,8.52031460964476e-06,external_funding,"{""betweenness"": 0.158, ""degree"": 0.144, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000000945428100,terminal,0.5,1,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 90 тыс., исходящих нет",1,False,1,0,89629.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000003115284100,coordinator,1.0,3,0.9860954358719698,Кандидат в координирующий узел: 8 плательщиков → 2 получателей; сигналы S3,1,False,8,2,2160500.0,517000.0,15,4,0.23929645915297384,4,0.00012780471914467138,consolidator;S3,"{""betweenness"": 0.189, ""degree"": 0.144, ""n_seed_upstream"": 0.349, ""role"": 0.29}"
100000005394708100,peripheral,0.5,11,0.5589138187892195,"Периферийный узел: 1 входящих, 1 исходящих, оборот 91 тыс.; есть источники вне выборки",1,False,1,1,26000.0,65000.0,1,1,2.5,1,1.981468513870874e-07,external_funding,"{""betweenness"": 0.148, ""degree"": 0.105, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000008747113100,coordinator,0.5,5,0.8141731750259582,Кандидат в координирующий узел: 2 плательщиков → 0 получателей; сигналы S3,1,False,2,0,197801.0,0.0,2,0,0.0,2,0.0,terminal;S3,"{""betweenness"": 0.074, ""degree"": 0.105, ""n_seed_upstream"": 0.334, ""role"": 0.29}"
100000004491881100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 17 тыс., исходящих нет",1,False,1,0,17144.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000006008169100,terminal,0.5,13,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 70 тыс., исходящих нет",1,False,1,0,70000.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000002681449100,coordinator,0.5,3,0.8532233307751343,Кандидат в координирующий узел: 2 плательщиков → 2 получателей; сигналы S3,1,False,2,2,94638.0,133000.0,2,2,1.4053551427544961,1,1.5653601259579906e-05,external_funding;peripheral;S3,"{""betweenness"": 0.159, ""degree"": 0.13, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000002645609100,coordinator,1.0,12,0.7673581328156743,Кандидат в координирующий узел: 4 плательщиков → 0 получателей; сигналы S3,1,False,4,0,546820.6799999999,0.0,5,0,0.0,1,0.0,terminal;S3,"{""betweenness"": 0.074, ""degree"": 0.13, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000006369769100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 40 тыс., исходящих нет",1,False,1,0,40000.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000002173161100,coordinator,0.5,2,0.7584194844476548,Кандидат в координирующий узел: 3 плательщиков → 0 получателей; сигналы S3,1,False,3,0,1427500.0,0.0,5,0,0.0,1,0.0,terminal;S3,"{""betweenness"": 0.074, ""degree"": 0.122, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000008686313100,coordinator,1.0,1,0.9102072141212588,Кандидат в координирующий узел: 6 плательщиков → 7 получателей; сигналы S3,1,False,6,7,1912716.0,333800.0,16,13,0.17451623764322566,1,0.0033262911942350364,consolidator;S3,"{""betweenness"": 0.199, ""degree"": 0.146, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000004692798100,peripheral,0.5,13,0.5760800866778023,"Периферийный узел: 2 входящих, 1 исходящих, оборот 255 тыс.",1,False,2,1,240305.0,15000.0,4,2,0.06242067372713843,1,1.981468513870874e-07,,"{""betweenness"": 0.148, ""degree"": 0.122, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000002939838100,consolidator,1.0,16,0.83414969978782,"Признаки консолидации: 3 плательщиков, деньги от 4 seed за ≤2 колена, получено 571 тыс., дальше ушло 0%",1,False,3,0,571233.0,0.0,3,0,0.0,4,0.0,,"{""betweenness"": 0.074, ""degree"": 0.122, ""n_seed_upstream"": 0.349, ""role"": 0.278}"
100000003119550100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 21 тыс., исходящих нет",1,False,1,0,21000.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000004315838100,coordinator,0.5,8,0.9323281115976705,Кандидат в координирующий узел: 2 плательщиков → 1 получателей; сигналы S3,1,False,2,1,50000.0,18000.0,2,1,0.36,2,2.377762216645049e-05,peripheral;S3,"{""betweenness"": 0.173, ""degree"": 0.122, ""n_seed_upstream"": 0.334, ""role"": 0.29}"
100000002671806100,terminal,0.5,13,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 12 тыс., исходящих нет",1,False,1,0,12440.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000008716222100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 18 тыс., исходящих нет",1,False,1,0,18000.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000005496254100,terminal,0.5,1,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 13 тыс., исходящих нет",1,False,1,0,12700.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000004622227100,peripheral,0.5,3,0.509627104871112,"Периферийный узел: 1 входящих, 3 исходящих, оборот 44 тыс.",1,False,1,3,24931.0,19000.0,1,3,0.762103405398901,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.13, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000000274067100,peripheral,0.5,7,0.5944878335063881,"Периферийный узел: 2 входящих, 3 исходящих, оборот 3.49 млн; есть источники вне выборки",1,False,2,3,517704.0,2969000.0,9,9,5.734937338710924,1,1.1888811083225246e-06,external_funding,"{""betweenness"": 0.153, ""degree"": 0.135, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000008782056100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 29 тыс., исходящих нет",1,False,1,0,29082.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000006788200100,coordinator,0.5,7,0.8922622003521287,Кандидат в координирующий узел: 4 плательщиков → 3 получателей; сигналы S3,1,False,4,3,272155.8,64500.0,4,4,0.23699660268125833,1,9.669566347689866e-05,peripheral;S3,"{""betweenness"": 0.187, ""degree"": 0.141, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000001164648100,coordinator,0.5,21,0.741253216559072,Кандидат в координирующий узел: 2 плательщиков → 0 получателей; сигналы S3,1,False,2,0,13660.0,0.0,2,0,0.0,1,0.0,terminal;S3,"{""betweenness"": 0.074, ""degree"": 0.105, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000005133757100,terminal,0.5,15,0.7219425759559388,"Вероятный конечный получатель: 2 плательщиков, получено 65 тыс., исходящих нет",1,False,2,0,65000.0,0.0,2,0,0.0,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.105, ""n_seed_upstream"": 0.334, ""role"": 0.199}"
100000006445501100,terminal,0.5,10,0.6639429371134485,"Вероятный конечный получатель: 1 плательщиков, получено 91 тыс., исходящих нет",1,False,1,0,91000.0,0.0,1,0,0.0,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.334, ""role"": 0.199}"
100000004390333100,coordinator,0.5,1,0.9005913954223286,Кандидат в координирующий узел: 2 плательщиков → 9 получателей; сигналы S3,1,False,2,9,64558.0,506500.0,2,14,7.845658167849066,1,0.00016644335516515342,external_funding;peripheral;S3,"{""betweenness"": 0.191, ""degree"": 0.145, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000001641789100,terminal,0.5,7,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 18 тыс., исходящих нет",1,False,1,0,17826.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000000968253100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 15 тыс., исходящих нет",1,False,1,0,15000.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000001527186100,terminal,0.5,5,0.6639429371134485,"Вероятный конечный получатель: 1 плательщиков, получено 678 тыс., исходящих нет",1,False,1,0,678000.0,0.0,2,0,0.0,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.334, ""role"": 0.199}"
100000005852946100,terminal,0.5,5,0.6639429371134485,"Вероятный конечный получатель: 1 плательщиков, получено 24 тыс., исходящих нет",1,False,1,0,23746.0,0.0,1,0,0.0,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.334, ""role"": 0.199}"
100000001530983100,coordinator,0.75,16,0.9786465622319533,Кандидат в координирующий узел: 4 плательщиков → 11 получателей; сигналы S3,1,False,4,11,564158.0,1829538.0,4,17,3.24295321523403,2,0.0003322922697761456,external_funding;peripheral;S3,"{""betweenness"": 0.194, ""degree"": 0.147, ""n_seed_upstream"": 0.334, ""role"": 0.29}"
100000008221543100,coordinator,0.5,17,0.741253216559072,Кандидат в координирующий узел: 2 плательщиков → 0 получателей; сигналы S3,1,False,2,0,542000.0,0.0,2,0,0.0,1,0.0,terminal;S3,"{""betweenness"": 0.074, ""degree"": 0.105, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000001937767100,peripheral,0.5,11,0.6244187621326351,"Периферийный узел: 1 входящих, 4 исходящих, оборот 1.99 млн; есть источники вне выборки",1,False,1,4,53000.0,1933000.0,1,6,36.471698113207545,1,5.8255174307803695e-05,external_funding,"{""betweenness"": 0.182, ""degree"": 0.135, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000002462183100,terminal,0.5,33,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 108 тыс., исходящих нет",1,False,1,0,107500.0,0.0,3,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000001805543100,terminal,0.5,2,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 59 тыс., исходящих нет",1,False,1,0,59000.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000002606567100,peripheral,0.5,1,0.5734504085594331,"Периферийный узел: 1 входящих, 1 исходящих, оборот 67 тыс.; есть источники вне выборки",1,False,1,1,14095.0,53000.0,1,1,3.7601986520042567,1,1.922024458454748e-05,external_funding,"{""betweenness"": 0.163, ""degree"": 0.105, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000007281639100,coordinator,0.5,2,0.8141731750259582,Кандидат в координирующий узел: 2 плательщиков → 0 получателей; сигналы S3,1,False,2,0,216770.0,0.0,4,0,0.0,2,0.0,terminal;S3,"{""betweenness"": 0.074, ""degree"": 0.105, ""n_seed_upstream"": 0.334, ""role"": 0.29}"
100000002991079100,peripheral,0.5,2,0.5971175116247575,"Периферийный узел: 2 входящих, 1 исходящих, оборот 160 тыс.",1,False,2,1,148900.0,11000.0,3,1,0.07387508394895903,1,1.981468513870874e-05,,"{""betweenness"": 0.169, ""degree"": 0.122, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000002847207100,terminal,0.5,5,0.6639429371134485,"Вероятный конечный получатель: 1 плательщиков, получено 46 тыс., исходящих нет",1,False,1,0,46243.0,0.0,1,0,0.0,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.334, ""role"": 0.199}"
100000000011452100,coordinator,0.5,1,0.8511918197824027,Кандидат в координирующий узел: 3 плательщиков → 1 получателей; сигналы S3,1,False,3,1,110000.0,16685.0,7,2,0.1516818181818182,1,3.5666433249675733e-06,peripheral;S3,"{""betweenness"": 0.157, ""degree"": 0.13, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000003148220100,peripheral,0.5,40,0.5771635592072594,"Периферийный узел: 1 входящих, 2 исходящих, оборот 49 тыс.; есть источники вне выборки",1,False,1,2,5650.0,43400.0,1,4,7.68141592920354,1,3.962937027741748e-07,external_funding,"{""betweenness"": 0.149, ""degree"": 0.122, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000002479804100,peripheral,0.5,5,0.5828969346756355,"Периферийный узел: 1 входящих, 2 исходящих, оборот 81 тыс.",1,False,1,2,46000.0,35300.0,1,2,0.7673913043478261,1,1.7833216624837866e-06,,"{""betweenness"": 0.155, ""degree"": 0.122, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000008745489100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 56 тыс., исходящих нет",1,False,1,0,55539.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000002289937100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 20 тыс., исходящих нет",1,False,1,0,20000.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000004679953100,coordinator,0.75,1,0.8975667012775949,Кандидат в координирующий узел: 3 плательщиков → 3 получателей; сигналы S3,1,False,3,3,343538.0,34100.0,3,3,0.09926121709970949,1,0.00036241059118698285,peripheral;S3,"{""betweenness"": 0.194, ""degree"": 0.138, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000003066385100,coordinator,0.5,1,0.741253216559072,Кандидат в координирующий узел: 2 плательщиков → 0 получателей; сигналы S3,1,False,2,0,20000.0,0.0,2,0,0.0,1,0.0,terminal;S3,"{""betweenness"": 0.074, ""degree"": 0.105, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000008744849100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 44 тыс., исходящих нет",1,False,1,0,44445.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000005093521100,terminal,0.5,5,0.6639429371134485,"Вероятный конечный получатель: 1 плательщиков, получено 15 тыс., исходящих нет",1,False,1,0,15200.0,0.0,1,0,0.0,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.334, ""role"": 0.199}"
100000006518161100,coordinator,0.5,2,0.9547537357229923,Кандидат в координирующий узел: 3 плательщиков → 2 получателей; сигналы S3,1,False,3,2,594200.0,595899.0,13,13,1.002859306630764,2,5.785888060502952e-05,transit;S3,"{""betweenness"": 0.182, ""degree"": 0.135, ""n_seed_upstream"": 0.334, ""role"": 0.29}"
100000001126374100,coordinator,0.75,12,0.881179179269559,Кандидат в координирующий узел: 4 плательщиков → 2 получателей; сигналы S3,1,False,4,2,182500.0,29200.0,7,4,0.16,1,3.923307657464331e-05,peripheral;S3,"{""betweenness"": 0.178, ""degree"": 0.138, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000004509286100,terminal,0.5,5,0.6639429371134485,"Вероятный конечный получатель: 1 плательщиков, получено 40 тыс., исходящих нет",1,False,1,0,40000.0,0.0,1,0,0.0,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.334, ""role"": 0.199}"
100000005056870100,terminal,0.5,33,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 20 тыс., исходящих нет",1,False,1,0,20000.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000008708368100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 24 тыс., исходящих нет",1,False,1,0,23677.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000005895525100,terminal,0.5,33,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 120 тыс., исходящих нет",1,False,1,0,120000.0,0.0,3,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000008716773100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 16 тыс., исходящих нет",1,False,1,0,15677.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000002778085100,terminal,0.5,2,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 66 тыс., исходящих нет",1,False,1,0,66208.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000007055802100,coordinator,1.0,1,0.8617895354611531,Кандидат в координирующий узел: 6 плательщиков → 1 получателей; сигналы S3,1,False,6,1,2024999.0,605000.0,34,7,0.29876557963732325,1,3.962937027741748e-06,consolidator;S3,"{""betweenness"": 0.157, ""degree"": 0.141, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000003071930100,peripheral,0.5,7,0.6172971874858924,"Периферийный узел: 3 входящих, 1 исходящих, оборот 483 тыс.",1,False,3,1,477610.0,5000.0,4,1,0.010468792529469651,1,4.279971989961088e-05,,"{""betweenness"": 0.18, ""degree"": 0.13, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000002941114100,peripheral,0.5,10,0.6715272448196471,"Периферийный узел: 2 входящих, 1 исходящих, оборот 144 тыс.",1,False,2,1,128510.0,15000.0,15,1,0.11672243405182477,2,2.0607272544257092e-05,,"{""betweenness"": 0.17, ""degree"": 0.122, ""n_seed_upstream"": 0.334, ""role"": 0.036}"
100000003888271100,peripheral,0.5,32,0.5771635592072594,"Периферийный узел: 1 входящих, 2 исходящих, оборот 38 тыс.; есть источники вне выборки",1,False,1,2,12177.0,25590.0,2,3,2.10150283321015,1,3.962937027741748e-07,external_funding,"{""betweenness"": 0.149, ""degree"": 0.122, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000007507343100,terminal,0.5,37,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 370 тыс., исходящих нет",1,False,1,0,370000.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000008002020100,peripheral,0.5,13,0.5652792198997788,"Периферийный узел: 1 входящих, 1 исходящих, оборот 91 тыс.",1,False,1,1,73860.0,17000.0,1,1,0.23016517736257786,1,1.5851748110966993e-06,,"{""betweenness"": 0.154, ""degree"": 0.105, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000001872484100,peripheral,0.5,39,0.5873211141709178,"Периферийный узел: 1 входящих, 3 исходящих, оборот 1.39 млн",1,False,1,3,871400.0,514580.0,13,9,0.5905210006885472,1,5.944405541612623e-07,,"{""betweenness"": 0.15, ""degree"": 0.13, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000008769636100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 23 тыс., исходящих нет",1,False,1,0,23118.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000004135268100,transit,0.5000534511618779,37,0.8330549410861814,"Признаки транзита: получено 1.24 млн, отдано 81%, 2→3 контрагента",1,False,2,3,1239000.0,1000200.0,3,4,0.8072639225181598,1,1.1888811083225246e-06,,"{""betweenness"": 0.153, ""degree"": 0.135, ""n_seed_upstream"": 0.262, ""role"": 0.271}"
100000005316708100,peripheral,0.5,7,0.5783824658028984,"Периферийный узел: 1 входящих, 2 исходящих, оборот 348 тыс.; есть источники вне выборки",1,False,1,2,90000.0,257500.0,1,4,2.861111111111111,1,5.944405541612623e-07,external_funding,"{""betweenness"": 0.15, ""degree"": 0.122, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000008671929100,terminal,0.5,5,0.6639429371134485,"Вероятный конечный получатель: 1 плательщиков, получено 75 тыс., исходящих нет",1,False,1,0,75000.0,0.0,2,0,0.0,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.334, ""role"": 0.199}"
100000005287097100,coordinator,0.5,2,0.9801024784434111,Кандидат в координирующий узел: 2 плательщиков → 9 получателей; сигналы S3,1,False,2,9,127173.0,697300.0,5,42,5.483082100760382,2,0.0010907984168859162,external_funding;peripheral;S3,"{""betweenness"": 0.197, ""degree"": 0.145, ""n_seed_upstream"": 0.334, ""role"": 0.29}"
100000007283257100,terminal,0.5,41,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 192 тыс., исходящих нет",1,False,1,0,192000.0,0.0,7,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000004847758100,coordinator,0.75,3,0.9100830662272584,Кандидат в координирующий узел: 4 плательщиков → 15 получателей; сигналы S3,1,False,4,15,115171.0,488800.0,4,23,4.244123954815014,1,0.0011633201644935902,external_funding;peripheral;S3,"{""betweenness"": 0.197, ""degree"": 0.148, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000008737422100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 77 тыс., исходящих нет",1,False,1,0,76903.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000008555918100,peripheral,0.5,5,0.682226536048034,"Периферийный узел: 1 входящих, 2 исходящих, оборот 183 тыс.",1,False,1,2,139211.0,43300.0,1,2,0.3110386391879952,2,4.755524433290098e-05,,"{""betweenness"": 0.181, ""degree"": 0.122, ""n_seed_upstream"": 0.334, ""role"": 0.036}"
100000008094734100,consolidator,0.5,1,0.8407182519976526,"Признаки консолидации: 4 плательщиков, деньги от 3 seed за ≤2 колена, получено 236 тыс., дальше ушло 0%",1,False,4,0,236249.0,0.0,4,0,0.0,3,0.0,,"{""betweenness"": 0.074, ""degree"": 0.13, ""n_seed_upstream"": 0.346, ""role"": 0.278}"
100000006952718100,terminal,0.5,2,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 71 тыс., исходящих нет",1,False,1,0,71489.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000005339662100,coordinator,0.5,2,0.9661979143153807,Кандидат в координирующий узел: 4 плательщиков → 4 получателей; сигналы S3,1,False,4,4,202939.0,295160.0,9,15,1.4544271924075707,2,8.876978942141516e-05,external_funding;peripheral;S3,"{""betweenness"": 0.186, ""degree"": 0.142, ""n_seed_upstream"": 0.334, ""role"": 0.29}"
100000001716579100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 14 тыс., исходящих нет",1,False,1,0,13916.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000002774456100,terminal,0.5,10,0.6639429371134485,"Вероятный конечный получатель: 1 плательщиков, получено 50 тыс., исходящих нет",1,False,1,0,50363.0,0.0,1,0,0.0,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.334, ""role"": 0.199}"
100000004394765100,coordinator,1.0,2,0.9560177870073585,"Кандидат в координирующий узел: 3 плательщиков → 2 получателей; сигналы S1, S3",1,False,3,2,603844.0,82500.0,10,2,0.13662469114539516,2,6.063293652444875e-05,peripheral;S1;S3,"{""betweenness"": 0.183, ""degree"": 0.135, ""n_seed_upstream"": 0.334, ""role"": 0.29}"
100000004004621100,coordinator,0.75,3,0.8313394429145411,Кандидат в координирующий узел: 3 плательщиков → 0 получателей; сигналы S3,1,False,3,0,75389.0,0.0,3,0,0.0,2,0.0,terminal;S3,"{""betweenness"": 0.074, ""degree"": 0.122, ""n_seed_upstream"": 0.334, ""role"": 0.29}"
100000000907277100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 18 тыс., исходящих нет",1,False,1,0,17534.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000003835149100,peripheral,0.5,13,0.5828969346756355,"Периферийный узел: 1 входящих, 2 исходящих, оборот 4.85 млн; есть источники вне выборки",1,False,1,2,248500.0,4600440.0,1,13,18.512837022132796,1,1.7833216624837866e-06,external_funding,"{""betweenness"": 0.155, ""degree"": 0.122, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000004254434100,terminal,0.5,4,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 44 тыс., исходящих нет",1,False,1,0,44445.0,0.0,2,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000003635170100,peripheral,0.5,10,0.7118753103697352,"Периферийный узел: 3 входящих, 4 исходящих, оборот 522 тыс.",1,False,3,4,268500.0,253500.0,13,10,0.9441340782122905,2,0.00018804136196634596,,"{""betweenness"": 0.191, ""degree"": 0.141, ""n_seed_upstream"": 0.334, ""role"": 0.036}"
